idx,Entity
598, Malignancy
599, Meningeal biopsy
600, Meningeal gliomatosis
601, Meningeal inflammation
602, Meningeal melanoma
603, Meningeal sarcoma
604, Meningeal tumor
605, Meningismus
606, Meningitis
607, Meningitis
608, Meningitis
609, Meningitis
610, Meningitis
611, Meningoencephalitis
612, Meningoencephalitis
613, Meningoencephalitis
614, Meningoencephalitis
615, Meningoencephalitis
616, Meningoencephalitis
617, Meningoencephalitis
618, Meningoencephalitis
619, Meningoencephalitis
620, Meningoencephalitis
621, Meningoencephalitis
622, Meningoencephalitis
623, Meningoencephalitis
624, Meningoencephalitis
625, Meningoencephalitis
626, Meningoencephalitis
627, Meningoencephalitis
628, Meningoencephalitis
629, Meningoencephalitis
630, Meningoencephalitis
631, Meningoencephalitis
632, Meningoencephalitis
633, Meningoencephalitis
634, Meningoencephalitis
635, Meningoencephalitis
636, Meningoencephalitis
637, Meningoencephalitis
638, Meningoencephalitis
639, Meningoencephalitis
640, Meningoencephalitis
641, Meningoencephalitis
642, Meningoencephalitis
643, Meningoencephalitis
644, Meningoencephalitis
645, Meningoencephalitis
646, Meningoencephalitis
647, Meningoencephalitis
648, Meningoencephalitis
649, Meningoencephalitis
650, Meningoencephalitis
651, Meningoencephalitis
652, Meningoencephalitis
653, Meningoencephalitis
654, Meningoencephalitis
655, Meningoencephalitis
656, Meningoencephalitis
657, Meningoencephalitis
658, Meningoencephalitis
659, Meningoencephalitis
660, Meningoencephalitis
661, Meningoencephalitis
662, Meningoencephalitis
663, Meningoencephalitis
664, Meningoencephalitis
665, Meningoencephalitis
666, Meningoencephalitis
667, Meningoencephalitis
668, Meningoencephalitis
669, Meningoencephalitis
670, Meningoencephalitis
671, Meningoencephalitis
672, Meningoencephalitis
673, Meningoencephalitis
674, Meningoencephalitis
675, Meningoencephalitis
676, Meningoencephalitis
677, Meningoencephalitis
678, Meningoencephalitis
679, Meningoencephalitis
680, Meningoencephalitis
681, Meningoencephalitis
682, Meningoencephalitis
683, Meningoencephalitis
684, Meningoencephalitis
685, Meningoencephalitis
686, Meningoencephalitis
687, Meningoencephalitis
688, Meningoencephalitis
689, Meningoencephalitis
690, Meningoencephalitis
691, Meningoencephalitis
692, Meningoencephalitis
693, Meningoencephalitis
694, Meningoencephalitis
695, Meningoencephalitis
696, Meningoencephalitis
697, Meningoencephalitis
698, Meningoencephalitis
699, Meningoencephalitis
700, Meningoencephalitis
701, Meningoencephalitis
702, Meningoencephalitis
703, Meningoencephalitis
704, Meningoencephalitis
705, Meningoencephalitis
706, Meningoencephalitis
707, Meningoencephalitis
708, Meningoencephalitis
709, Meningoencephalitis
710, Meningoencephalitis
711, Meningoencephalitis
712, Meningoencephalitis
713, Meningoencephalitis
714, Meningoencephalitis
715, Meningoencephalitis
716, Meningoencephalitis
717, Meningoencephalitis
718, Meningoencephalitis
719, Meningoencephalitis
720, Meningoencephalitis
721, Meningoencephalitis
722, Meningoencephalitis
723, Meningoencephalitis
724, Meningoencephalitis
725, Meningoencephalitis
726, Meningoencephalitis
727, Meningoencephalitis
728, Meningoencephalitis
729, Meningoencephalitis
730, Meningoencephalitis
731, Meningoencephalitis
732, Meningoencephalitis
733, Meningoencephalitis
734, Meningoencephalitis
735, Meningoencephalitis
736, Meningoencephalitis
737, Meningoencephalitis
738, Meningoencephalitis
739, Meningoencephalitis
740, Meningoencephalitis
741, Meningoencephalitis
742, Meningoencephalitis
743, Meningoencephalitis
744, Meningoencephalitis
745, Meningoencephalitis
746, Meningoencephalitis
747, Meningoencephalitis
748, Meningoencephalitis
749, Meningoencephalitis
750, Meningoencephalitis
751, Meningoencephalitis
752, Meningoencephalitis
753, Meningoencephalitis
754, Meningoencephalitis
755, Meningoencephalitis
756, Meningoencephalitis
757, Meningoencephalitis
758, Meningoencephalitis
759, Meningoencephalitis
760, Meningoencephalitis
761, Meningoencephalitis
762, Meningoencephalitis
763, Meningoencephalitis
764, Meningoencephalitis
765, Meningoencephalitis
766, Meningoencephalitis
767, Meningoencephalitis
768, Meningoencephalitis
769, Meningoencephalitis
770, Meningoencephalitis
771, Meningoencephalitis
772, Meningoencephalitis
773, Meningoencephalitis
774, Meningoencephalitis
775, Meningoencephalitis
776, Meningoencephalitis
777, Meningoencephalitis
778, Meningoencephalitis
779, Meningoencephalitis
780, Meningoencephalitis
781, Meningoencephalitis
782, Meningoencephalitis
783, Meningoencephalitis
784, Meningoencephalitis
785, Meningoencephalitis
786, Meningoencephalitis
787, Meningoencephalitis
788, Meningoencephalitis
789, Meningoencephalitis
790, Meningoencephalitis
791, Meningoencephalitis
792, Meningoencephalitis
793, Meningoencephalitis
794, Meningoencephalitis
795, Meningoencephalitis
796, Meningoencephalitis
797, Meningoencephalitis
798, Meningoencephalitis
799, Meningoencephalitis
800, Meningoencephalitis
801, Meningoencephalitis
802, Meningoencephalitis
803, Meningoencephalitis
804, Meningoencephalitis
805, Meningoencephalitis
806, Meningoencephalitis
807, Meningoencephalitis
808, Meningoencephalitis
809, Meningoencephalitis
810, Meningoencephalitis
811, Meningoencephalitis
812, Meningoencephalitis
813, Meningoencephalitis
814, Meningoencephalitis
815, Meningoencephalitis
816, Meningoencephalitis
817, Meningoencephalitis
818, Meningoencephalitis
819, Meningoencephalitis
820, Meningoencephalitis
821, Meningoencephalitis
822, Meningoencephalitis
823, Meningoencephalitis
824, Meningoencephalitis
825, Meningoencephalitis
826, Meningoencephalitis
827, Meningoencephalitis
828, Meningoencephalitis
829, Meningoencephalitis
830, Meningoencephalitis
831, Meningoencephalitis
832, Meningoencephalitis
833, Meningoencephalitis
834, Meningoencephalitis
835, Meningoencephalitis
836, Meningoencephalitis
837, Meningoencephalitis
838, Meningoencephalitis
839, Meningoencephalitis
840, Meningoencephalitis
841, Meningoencephalitis
842, Meningoencephalitis
843, Meningoencephalitis
844, Meningoencephalitis
845, Meningoencephalitis
846, Meningoencephalitis
847, Meningoencephalitis
848, Meningoencephalitis
849, Meningoencephalitis
850, Meningoencephalitis
851, Meningoencephalitis
852, Meningoencephalitis
853, Meningoencephalitis
854, Meningoencephalitis
855, Meningoencephalitis
856, Meningoencephalitis
857, Meningoencephalitis
858, Meningoencephalitis
859, Meningoencephalitis
860, Meningoencephalitis
861, Meningoencephalitis
862, Meningoencephalitis
863, Meningoencephalitis
864, Meningoencephalitis
865, Meningoencephalitis
866, Meningoencephalitis
867, Meningoencephalitis
868, Meningoencephalitis
869, Meningoencephalitis
870, Meningoencephalitis
871, Meningoencephalitis
872, Meningoencephalitis
873, Meningoencephalitis
874, Meningoencephalitis
875, Meningoencephalitis
876, Meningoencephalitis
877, Meningoencephalitis
878, Meningoencephalitis
879, Meningoencephalitis
880, Meningoencephalitis
881, Meningoencephalitis
882, Meningoencephalitis
883, Meningoencephalitis
884, Meningoencephalitis
885, Meningoencephalitis
886, Meningoencephalitis
887, Meningoencephalitis
888, Meningoencephalitis
889, Meningoencephalitis
890, Meningoencephalitis
891, Meningoencephalitis
892, Meningoencephalitis
893, Meningoencephalitis
894, Meningoencephalitis
895, Meningoencephalitis
896, Meningoencephalitis
897, Meningoencephalitis
898, Meningoencephalitis
899, Meningoencephalitis
900, Meningoencephalitis
901, Meningoencephalitis
902, Meningoencephalitis
903, Meningoencephalitis
904, Meningoencephalitis
905, Meningoencephalitis
906, Meningoencephalitis
907, Meningoencephalitis
908, Meningoencephalitis
909, Meningoencephalitis
910, Meningoencephalitis
911, Meningoencephalitis
912, Meningoencephalitis
913, Meningoencephalitis
914, Meningoencephalitis
915, Meningoencephalitis
916, Meningoencephalitis
917, Meningoencephalitis
918, Meningoencephalitis
919, Meningoencephalitis
920, Meningoencephalitis
921, Meningoencephalitis
922, Meningoencephalitis
923, Meningoencephalitis
924, Meningoencephalitis
925, Meningoencephalitis
926, Meningoencephalitis
927, Meningoencephalitis
928, Meningoencephalitis
929, Meningoencephalitis
930, Meningoencephalitis
931, Meningoencephalitis
932, Meningoencephalitis
933, Meningoencephalitis
934, Meningoencephalitis
935, Meningoencephalitis
936, Meningoencephalitis
937, Meningoencephalitis
938, Meningoencephalitis
939, Meningoencephalitis
940, Meningoencephalitis
941, Meningoencephalitis
942, Meningoencephalitis
943, Meningoencephalitis
944, Meningoencephalitis
945, Meningoencephalitis
946, Meningoencephalitis
947, Meningoencephalitis
948, Meningoencephalitis
949, Meningoencephalitis
950, Meningoencephalitis
951, Meningoencephalitis
952, Meningoencephalitis
953, Meningoencephalitis
954, Meningoencephalitis
955, Meningoencephalitis
956, Meningoencephalitis
957, Meningoencephalitis
958, Meningoencephalitis
959, Meningoencephalitis
960, Meningoencephalitis
961, Meningoencephalitis
962, Meningoencephalitis
963, Meningoencephalitis
964, Meningoencephalitis
965, Meningoencephalitis
966, Meningoencephalitis
967, Meningoencephalitis
968, Meningoencephalitis
969, Meningoencephalitis
970, Meningoencephalitis
971, Meningoencephalitis
972, Meningoencephalitis
973, Meningoencephalitis
974, Meningoencephalitis
975, Meningoencephalitis
976, Meningoencephalitis
977, Meningoencephalitis
978, Meningoencephalitis
979, Meningoencephalitis
980, Meningoencephalitis
981, Meningoencephalitis
982, Meningoencephalitis
983, Meningoencephalitis
984, Meningoencephalitis
985, Meningoencephalitis
986, Meningoencephalitis
987, Meningoencephalitis
988, Meningoencephalitis
989, Meningoencephalitis
990, Meningoencephalitis
991, Meningoencephalitis
992, Meningoencephalitis
993, Meningoencephalitis
994, Meningoencephalitis
995, Meningoencephalitis
996, Meningoencephalitis
997, Meningoencephalitis
998, Meningoencephalitis
999, Meningoencephalitis
1000, Meningoencephalitis
1001, Meningoencephalitis
1002, Meningoencephalitis
1003, Meningoencephalitis
1004, Meningoencephalitis
1005, Meningoencephalitis
1006, Meningoencephalitis
1007, Meningoencephalitis
1008, Meningoencephalitis
1009, Meningoencephalitis
1010, Meningoencephalitis
1011, Meningoencephalitis
1012, Meningoencephalitis
1013, Meningoencephalitis
1014, Meningoencephalitis
1015, Meningoencephalitis
1016, Meningoencephalitis
1017, Meningoencephalitis
1018, Meningoencephalitis
1019, Meningoencephalitis
1020, Meningoencephalitis
1021, Meningoencephalitis
1022, Meningoencephalitis
1023, Meningoencephalitis
1024, Meningoencephalitis
1025, Meningoencephalitis
1026, Meningoencephalitis
1027, Meningoencephalitis
1028, Meningoencephalitis
1029, Meningoencephalitis
1030, Meningoencephalitis
1031, Meningoencephalitis
1032, Meningoencephalitis
1033, Meningoencephalitis
1034, Meningoencephalitis
1035, Meningoencephalitis
1036, Meningoencephalitis
1037, Meningoencephalitis
1038, Meningoencephalitis
1039, Meningoencephalitis
1040, Mening
1041,"Here are the entities extracted from the text:

Sjögren’s syndrome"
1042, iridocy-cord
1043, meningeal enhancement
1044, parameningeal infecclitis
1045, Behçet’s syndrome
1046, brain abscess
1047, papilledema
1048, human papillomavirus (HPV)
1049, Epstein-Barr virus (EBV)
1050, multinodular goiter
1051, hypothyroidism
1052, thyroid-stimulating hormone
1053, thyroxine
1054, iodine deficiency
1055, thyroxine
1056, thyroid gland
1057, trachea
1058, thyroid storm
1059, beta-blockers
1060, thioamides
1061, iodine
1062, iodinated contrast agents
1063, corticosteroids
1064, aspirin
1065, fever
1066, thyroidectomy
1067, Hashimoto’s thyroiditis
1068, autoimmune condition
1069, lethargy
1070, cold intolerance
1071, lassitude
1072, weight gain
1073, fluid retention
1074, constipation
1075, dry skin
1076, hoarseness
1077, periorbital edema
1078, brittle hair
1079, relaxation phase of deep tendon reflexes
1080, cardiomegaly
1081, pleural or pericardial effusions
1082, peripheral edema
1083, cardiac output
1084, stroke volume
1085, heart rate
1086, hyponatremia
1087, kidney
1088, water
1089, surgery
1090, T4
1091, T3
1092, thyroid scan
1093, radioiodine
1094, ultrasound imaging
1095, FNA
1096, cytology
1097, Graves’ disease
1098, thyroid hormones
1099, thyroid hormones
1100, thyrotoxicosis
1101, goiter
1102, toxic adenoma
1103, TSH-R signaling pathway
1104, TSH-R
1105, solitary hyperfunctioning nodules
1106, thyroid hormone
1107, thyroid parenchyma
1108, erythrocyte sedimentation rate
1109, RAIU
1110, thyroidectomy
1111, pain
1112, thyroiditis
1113, aspirin
1114, nonsteroidal anti-inflammatory drugs
1115, steroids
1116, thyroid replacement
1117, thyroidectomy
1118, hypogonadism
1119, gonadotropin deficiency
1120, hypothalamic/pituitary deficiencies
1121, thyroid function
1122, TPO antibody
1123, pregnancy
1124," postpartum period.

Here is the list of entities concatenated with commas:

Sjögren’s syndrome"
1125, iridocy-cord
1126, meningeal enhancement
1127, parameningeal infecclitis
1128, Behçet’s syndrome
1129, brain abscess
1130, papilledema
1131, human papillomavirus (HPV)
1132, Epstein-Barr virus (EBV)
1133, multinodular goiter
1134, hypothyroidism
1135, thyroid-stimulating hormone
1136, thyroxine
1137, iodine deficiency
1138, thyroxine
1139, thyroid gland
1140, trachea
1141, thyroid storm
1142, beta-blockers
1143, thioamides
1144, iodine
1145, iodinated contrast agents
1146, corticosteroids
1147, aspirin
1148, fever
1149, thyroidectomy
1150, Hashimoto’s thyroiditis
1151, autoimmune condition
1152, lethargy
1153, cold intolerance
1154, lassitude
1155, weight gain
1156, fluid retention
1157, constipation
1158, dry skin
1159, hoarseness
1160, periorbital edema
1161, brittle hair
1162, relaxation phase of deep tendon reflexes
1163, cardiomegaly
1164, pleural or pericardial effusions
1165, peripheral edema
1166, cardiac output
1167, stroke volume
1168, heart rate
1169, hyponatremia
1170, kidney
1171, water
1172, surgery
1173, T4
1174, T3
1175, thyroid scan
1176, radioiodine
1177, ultrasound imaging
1178, FNA
1179, cytology
1180, Graves’ disease
1181, thyroid hormones
1182, thyrotoxicosis
1183, goiter
1184, toxic adenoma
1185, TSH-R signaling pathway
1186, TSH-R
1187, solitary hyperfunctioning nodules
1188, thyroid hormone
1189, thyroid parenchyma
1190, erythrocyte sedimentation rate
1191, RAIU
1192, thyroidectomy
1193, pain
1194, thyroiditis
1195, aspirin
1196, nonsteroidal anti-inflammatory drugs
1197, steroids
1198, thyroid replacement
1199, thyroidectomy
1200, hypogonadism
1201, gonadotropin deficiency
1202, hypothalamic/pituitary deficiencies
1203, thyroid function
1204, TPO antibody
1205, pregnancy
1206, postpartum period
1207,"Here are the entities extracted from the text and concatenated with commas:

ACTH"
1208, cortisol
1209, TSH
1210, thyroid hormone
1211, hydrocortisone
1212, levothyroxine
1213, GH
1214, testosterone
1215, desmopressin
1216, vasopressin
1217, methimazole
1218, propranolol
1219, radioactive iodine
1220, calcium carbonate
1221, omeprazole
1222, triiodothyronine
1223, tetraiodothyronine
1224, thyroxine
1225, hematuria
1226, RBCs
1227, RBC casts
1228, protein excretion
1229, Tamm-Horsfall protein
1230, glomerulonephritis
1231, pyuria
1232, WBCs
1233, WBC casts
1234, pyelonephritis
1235, interstitial nephritis
1236, transplant rejection
1237, waxy casts
1238, broad casts
1239, urinary frequency
1240, polyuria
1241, ADH
1242, glucose
1243, renal failure
1244, Marfan syndrome
1245, hypercholesterolemia
1246, nephrotic syndrome
1247, immunoglobulins
1248, bronchial pneumonia
1249, exudates
1250, transudates
1251, bronchial infection
1252, hemoptysis
1253, chest infection
1254, bronchial pneumonia
1255, RBCs per high-power field (HPF)
1256, myoglobinuria
1257, rhabdomyolysis
1258, stones
1259, neoplasms
1260, tuberculosis
1261, trauma
1262, prostatitis
1263, urinalysis
1264, menstruation
1265, viral illness
1266, allergy
1267, exercise
1268, trauma
1269, urogenital neoplasms
1270, red blood cells
1271, platelets
1272, plasma
1273, cryoprecipitate
1274, granulocytes
1275, whole blood
1276, packed RBCs
1277, anemia
1278, iron
1279, folic acid
1280, blood group compatibility
1281, infectious agents
1282, cardiopulmonary deficiency
1283, febrile reactions
1284, fibrinogen
1285, factor 8
1286, vWF
1287, factor 13
1288, Hemophilic bleeding
1289, factor 9
1290, von Willebrand factor
1291, hemoglobin
1292, acute hemolytic transfusion reaction
1293, acute shock
1294, back pain
1295, flushing
1296, fever
1297, Betty J. Dong
1298, PharmD
1299, FASHP
1300, FCCP
1301, FAPHA JP
1302, hyperthyroidism
1303, hypothyroidism
1304, thyroid-stimulating hormone
1305, free thyroxine
1306, triiodothyronine
1307, tetraiodothyronine
1308, thyroxine
1309, thyroid gland
1310, renal biopsy
1311, family history
1312, nephritis
1313, thin basement membrane disease
1314, renal failure
1315, glomerulonephritis
1316, kidney
1317, collecting system
1318, pyelonephritis
1319, interstitial nephritis
1320, transplant rejection
1321, waxy casts
1322, broad casts
1323, urinary frequency
1324, polyuria
1325, ADH
1326, glucose
1327, chest infection
1328, bronchial pneumonia
1329, exudates
1330, transudates
1331, bronchial infection
1332, hemoptysis
1333, chest infection
1334, bronchial pneumonia
1335, bronchial infection
1336, Marfan syndrome
1337, hypercholesterolemia
