Entity1,Relation,Entity2
Sam,decides not to use,chair
Sam,decides to use,piano
Sara,borrows,book
book,is borrowed by,Sara
Sara,reads,book
Sara,writes,article
article,is written by,Sara
Mary,CAREGIVER,Anne
Mary,PARENT,Anne
Fred,FRIEND,Alice
Fred,CLASSMATE,Alice
Thomson,VISITED,Cooper
Thomson,VISITED_GRAVE,Cooper
Thomson,PRECEDED,Cooper
Fred,COAT_OWNER,Alice
Fred,COAT_OWNER,Fred
Alice,COAT_OWNER,Fred
Mary,CAREGIVER,Anne
Fred,FRIEND,Alice
Thomson,VISITED,Cooper
Thomson,PRECEDED,Cooper
Fred,COAT_OWNER,Alice
Fred,watches,TV
cake,stored in,refrigerator
refrigerator,contains,cake
crutches,used by,Sam
crutches,aiding,ankles
crutches,become unnecessary,ankles
sponsors,outnumbered by,opponents
sponsors,got to,town hall
opponents,outnumber,sponsors
people,preference,oatmeal cookies
people,preference,chocolate chip cookies
oatmeal cookies,comparison,chocolate chip cookies
oatmeal cookies,preference,people
chocolate chip cookies,preference,people
chairs,object,newsletter
newsletter,object,auditorium
chairs,object,auditorium
chairs,comparison,newsletter
Steve,follows,Fred
Steve,influences,Fred
Fred,admires,Steve
