idx,Entity
767, Dick Foran
768, Anne Nagel
769, Willard Parker
770, Gordon Hart
771, Ernie Stanton
772, Max Hoffman Jr.
773, Jeff York
774, Warner Bros.
775, The Devil's Saddle
776, The Devil's Saddle Legion
777, Sid Rogell
778, Thomas Scott
779, Lise Arsenault
780, Brampton
781, Canada
782, Montreal
783, Isabelle Arsenault
784, Nérée Arsenault
785, Quebec
786, Bonaventure
787, Progressive Conservative Party
788, House of Commons of Canada
789, Alfred Oppenheim
790, Berlin
791, Joseph Little
792, Jack Little
793, Croydon Common
794, Crystal Palace
795, Sittingbourne
796, John Albert Little
797, Maryborough
798, Victoria
799, East Brunswick
800, Thornbury
801, Australia
802, United States
803, Oklahoma City
804, Los Angeles
805, California
806, Wade Junior High School
807, New York City
808, New York
809, Venice
810, California
811, John F. Kennedy
812, Buddha
813, The Teachings of the Buddha
814, How to Get Your Book Published!
815, Yoga
816, Brampton
817, Nérée Arsenault
818, Theodred
819, Elmham
820, John Albert Little
821, Maryborough
822, Victoria
823, East Brunswick
824, Thornbury
825, Australia
826, United States
827, Oklahoma City
828, Los Angeles
829, California
830, Wade Junior High School
831, New York City
832, New York
833, Venice
834, California
835, John F. Kennedy
836, Buddha
837, The Teachings of the Buddha
838, How to Get Your Book Published!
839," Yoga 

However"
840, since there are many duplicates
841," the output can be cleaned to remove duplicates. Here is the cleaned output:

What is God?"
842, What is Love?
843, What is Death?
844, What is Beautiful?
845, What is Funny?
846, What is Right?
847, What is Peace?
848, What is Money?
849, What is Dreaming?
850, What is a Friend?
851, What is True?
852, What is a Family?
853, What is a Feeling?
854, Ian Barry
855, Albert S. Rogell
856, Marion Jackson
857, Ken Maynard
858, Kathleen Collins
859, Francis Ford
860, Will Walling
861, Earl Metcalfe
862, Paul Hurst
863, First National Pictures
864, Theodred II
865, Elmham
866, William Thomas Smith
867, Bobby Connolly
868, Ed Earl Repp
869, Dick Foran
870, Anne Nagel
871, Willard Parker
872, Gordon Hart
873, Ernie Stanton
874, Max Hoffman Jr.
875, Jeff York
876, Warner Bros.
877, The Devil's Saddle
878, The Devil's Saddle Legion
879, Sid Rogell
880, Thomas Scott
881, Lise Arsenault
882, Brampton
883, Canada
884, Montreal
885, Isabelle Arsenault
886, Nérée Arsenault
887, Quebec
888, Bonaventure
889, Progressive Conservative Party
890, House of Commons of Canada
891, Alfred Oppenheim
892, Joseph Little
893, Jack Little
894, Croydon Common
895, Crystal Palace
896, Sittingbourne
897, John Albert Little
898, Maryborough
899, Victoria
900, East Brunswick
901, Thornbury
902, Australia
903, United States
904, Oklahoma City
905, Los Angeles
906, California
907, Wade Junior High School
908, New York City
909, New York
910, Venice
911, California
912, John F. Kennedy
913, Buddha
914, The Teachings of the Buddha
915, How to Get Your Book Published!
916, Yoga
917,"Here are the entities extracted from the text and concatenated with commas:

John Albert Little"
918, Jack Little
919, Victorian Boot Employees' Union
920, Federal President
921, Maryborough
922, Victoria
923, East Brunswick
924, Thornbury
925, Collingwood
926, Commonwealth Bank Scholarship
927, UK
928, Europe
929, US
930, Melbourne North
931, Labor Party
932, Australian Labor Party
933, Anti-Communist
934, Robert Joshua
935, Australian House of Representatives
936, ALP
937, Democratic Labor Party
938, Legislative Council
939, Reservoir
940, Victoria
941, Australian Senate
942, Les Coleman
943, DLP
944, Charles Sandford
945, Australian- American
946, television
947, Vince Gair
948, Jack Little
949, William Arthur( Jack) Little
950, New York Highlanders
951, Major League Baseball
952, Texas
953, Baylor University
954, Mart
955, Dallas
956, Nina Arsenault
957, Canadian
958, performance artist
959, freelance writer
960, sex trade worker
961, theatre
962, dance
963, video
964, photography
965, visual art
966, Jack Little
967, British- born
968, American composer
969, singer
970, pianist
971, actor
972, songwriter
973, burlesque comedian
974, Detective Chief Inspector
975, Walter Dew
976, Metropolitan Police
977, Jack the Ripper
978, Dr Crippen
979, Hunter House
980, Norfolk
981, Virginia
982, United States
983, James Wilson Hunter
984, Lizzie Ayer Barnes Hunter
985, W.P. Wentworth
986, Richardsonian Romanesque
987, Skolfield – Whittier House
988, Pejepscot Historical Society
989, Park Row
990, Brunswick
991, Maine
992,"Here are the extracted entities concatenated with commas:

Skolfield – Whittier House"
993, Pejepscot Historical Society
994, 161 Park Row
995, Brunswick
996, Maine
997, Victorian era
998, John Hunter House
999, Hunter House Museum
1000, Calderwood
1001, East Kilbride
1002, South Lanarkshire
1003, Scotland
1004, Buenos Aires Underground
1005, Juramento
1006, Cabildo
1007, William Northwood House
1008, Northwood- Hunter House
1009, Trumbull Avenue
1010, Woodbridge Neighborhood Historic District
1011, Detroit
1012, Michigan
1013, National Register of Historic Places
1014, Michigan State Historic Site
1015, Woodbridge Star
1016, Córdoba Cabildo
1017, Argentina
1018, Joseph S. Hunter House
1019, Cedar City
1020, Utah
1021, United States
1022, Frontier Homestead State Park Museum
1023, Instituto Maristas Valladolid
1024, Marist Brothers
1025, Morelia
1026, Michoacán
1027, Mexico
1028, Jamie Simpson
1029, Central Queensland Capras
1030, Brisbane Broncos
1031, Queensland Cup
1032, NRL
1033, rugby league
1034, St. Brendan's College
1035, Yeppoon
1036, Queensland
1037, The Men Of League Foundation
1038, Lymphoma Australia
1039, St. Ann- St. Brendan
1040, Archdiocese of New York
1041, Bronx
1042, New York
1043, Shrine Church of St. Ann
1044, Parish of St. Brendan
1045, St. Brendan's Hospital
1046, Torneo de la URBA Grupo II
1047, Unión de Rugby de Buenos Aires
1048, Argentine rugby union
1049, field hockey
1050, Buenos Aires
1051, St. Brendan's School
1052, Riverside
1053, Rhode Island
1054, USA
1055, Tinariwen
1056, Tuareg musicians
1057, Sahara Desert
1058, northern Mali
1059, Tamanrasset
1060, Algeria
1061, Festival au Désert
1062, Mali
1063, Roskilde Festival
1064, Denmark
1065, NPR
1066, AllMusic
1067, Slate
1068, The Prayer Book Society
1069, England
1070, Book of Common Prayer
1071," Christian religion.

Note: Some of these entities may be mentioned multiple times in the text"
1072, but they are listed here only once.
1073,"Here are the extracted entities concatenated with commas:

Book of Common Prayer"
1074, Church of England
1075, Anglican tradition
1076, NPR
1077, AllMusic
1078, Slate
1079, The Prayer Book Society
1080, England
1081, Australia
1082, Sunday Services
1083, Diocese of Sydney
1084, DracoVirgo
1085, Battle of the Bands
1086, Jason Sebastian Russo
1087, Big Potato Records
1088, Neil Halstead
1089, South Cherry Entropy
1090, Virtual Label
1091, There Is A Mountain
1092, Joe
1093, Robin Bennett
1094, Goldrush
1095, Alexandra Marvar
1096, Justin Russo
1097, The Silent League
1098, Truck Festival
1099, BBC
1100, Frame The River
1101, O+ Festival
1102, Damon Whittemore
1103, Jeff Mercel
1104, Valvetone Studios
1105, Prayer Book Society of the USA
1106, PBS USA
1107, Society for the Preservation of the Book of Common Prayer
1108, Prayer Book Society of Canada
1109, Peter Toon
1110, Friends Missionary Prayer Band
1111, FMPB
1112, Indian Christians
1113, All Saints’ Church
1114, Pavement
1115, York
1116, Church of England
1117, Pepsi Battle of the Bands
1118, PTV Home
1119, Mathilde of Angoulême
1120, Mahaut
1121, Taillifer
1122, Wulgrin III
1123, Count of Angoulême
1124, William VII of Angoulême
1125, Hugh IX of Lusignan
1126, Aymer of Angoulême
1127, John of England
1128, House of Lusignan
1129, House of Valois
1130, France
1131, England
1132, USA
1133, Canada
1134, Britain
1135, Australia
1136, India
1137, Oxfordshire
1138, Cornwall
1139, Brooklyn
1140, NY
1141, Hill Farm
1142, Steventon
1143, York
1144,"Here are the entities extracted from the text and concatenated with commas:

William V of Angoulême"
1145, William Taillefer III
1146, House of Valois
1147, France
1148, Count Fulk of Angoulême
1149, Geoffrey of Angoulême
1150, Petronille de Archiac
1151, Vitapoy de Benauges
1152, John of Orléans
1153, Louis I
1154, Duke of Orléans
1155, Valentina Visconti
1156, Charles V of France
1157, Charles
1158, Duke of Orléans
1159, Francis I of France
1160, William III
1161, Marguerite de Rohan
1162, Alain IX of Rohan
1163, Marguerite of Brittany
1164, Jean de Valois
1165, William VI of Angoulême
1166, William Taillefer IV
1167, Count Wulgrin II of Angoulême
1168, Poncia
1169, Roger the Poitevin
1170, Almodis
1171, Emma of Limoges
1172, Marguerite of Turenne
1173, Raymond I of Turenne
1174, Wulgrin III of Angoulême
1175, William VII of Angoulême
1176, Aymer of Angoulême
1177, Isabella of Angoulême
1178, Hugh IX of Lusignan
1179, Hugh X of Lusignan
1180, Mathilde of Angoulême
1181, Louis I of Orléans
1182, Joanna of Bourbon
1183, Charles VI
1184, Turpio
1185, Frankish empire
1186, Vikings
1187, Angoulême
1188, Périgord
1189, Orléans
1190, Valois
1191, Touraine
1192, Blois
1193, Soissons
1194, France
1195,Turpio
1196, Emeno
1197, Pepin
1198, Louis the Pious
1199, Adhemar of Chabannes
1200, Lupus of Ferrières
1201, Marcward of Prüm
1202, Jonas of Orléans
1203, Rainald
1204, Reinoldus
1205, Maurum
1206, Wulgrin III of Angoulême
1207, William VI of Angoulême
1208, Carolingians
1209, Mathilde of Angoulême
1210, Hugh IX of Lusignan
1211, John of England
1212, Isabella of Angoulême
1213, Aymer of Angoulême
1214, Fulk of Angoulême
1215, Geoffrey of Angoulême
1216, Petronille De Archiac
1217, William Taillefer I
1218, William II of Angoulême
1219, Alduin I
1220, Storis
1221, Al Jolson
1222, Henry Levin
1223, Peter Levin
1224, Ian Barry
1225, Ben Cura
1226, Mama Don't Cry
1227, Mama Don't Grieve
1228,"Here are the entities extracted from the text and concatenated with commas:

Gosha Kutsenko"
1229, Andrey Panin
1230, Yevgeni Sidikhin
1231, Nikolai Chindyajkin
1232, Valeriy Priyomykhov
1233, Ivan Bortnik
1234, Maksim Pezhemsky
1235, Brian Johnson
1236, Jason Moore
1237, Henry Levin
1238, Jolson Sings Again
1239, Journey to the Centre of the Earth
1240, Where the Boys Are
1241, Perekhod tovarishcha Chkalova cherez severnyy polyus
1242, Un Certain Regard
1243, Cannes Film Festival
1244, Hanro Smitsman
1245, Scott Fox
1246, AVN Hall of Fame
1247, Matej Mináč
1248, Nicholas Winton
1249, All My Loved Ones
1250, Nicky's Family
1251, Logan Sandler
1252, Live Cargo
1253, Rufus Norris
1254, National Theatre
1255, Ben Palmer
1256, Bo' Selecta
1257, The Inbetweeners
1258, Khayal Gatha
1259, Kumar Shahani
1260, Maya Darpan
1261, Kasba
1262, Pier Paolo Pasolini
1263, Andrei Tarkovsky
1264, Jacques Rivette
1265, Dan Milne
1266, EastEnders
1267, Elliot Silverstein
1268, Cat Ballou
1269, Charles- Louis Bazin
1270, Girodet- Trioson
1271, Gérard
1272, Albertine de Stael
1273, Duchesse de Broglie
1274, Vally Weigl
1275, Charles- Louis Girault
1276, Charles- Louis Sainte- Foy
1277, Sainte- Foy
1278, Opéra- Comique
1279," Charles- Louis Balzac.

However"
1280, if we are considering only people as entities
1281," the output would be:

Gosha Kutsenko"
1282, Andrey Panin
1283, Yevgeni Sidikhin
1284, Nikolai Chindyajkin
1285, Valeriy Priyomykhov
1286, Ivan Bortnik
1287, Maksim Pezhemsky
1288, Brian Johnson
1289, Jason Moore
1290, Henry Levin
1291, Nicholas Winton
1292, Hanro Smitsman
1293, Scott Fox
1294, Matej Mináč
1295, Logan Sandler
1296, Rufus Norris
1297, Ben Palmer
1298, Kumar Shahani
1299, Pier Paolo Pasolini
1300, Andrei Tarkovsky
1301, Jacques Rivette
1302, Dan Milne
1303, Elliot Silverstein
1304, Charles- Louis Bazin
1305, Vally Weigl
1306, Charles- Louis Girault
1307, Charles- Louis Sainte- Foy
1308, Girodet- Trioson
1309, Gérard
1310, Albertine de Stael
1311, Duchesse de Broglie
1312, Charles- Louis Balzac.
1313,"Here are the extracted entities:

Charles Louis"
1314, Charles- Louis Pubereaux
1315, Sainte- Foy
1316, Opéra- Comique
1317, Charles- Louis Balzac
1318, Louis
1319, Prince of Piacenza
1320, Infanta Maria Luisa of Spain
1321, Royal Palace of Madrid
1322, King Charles IV of Spain
1323, Treaty of Aranjuez
1324, Grand Duchy of Tuscany
1325, Charles Louis I
1326, Napoleon Bonaparte
1327, Etruria
1328, Spain
1329, Rome
1330, Charles Louis
1331, Charles Louis' mother
1332, King Charles IV of Spain
1333, Infanta Maria Luisa
1334, Napoleon
1335, Lucca
1336, Charles Louis' minority
1337, Charles Louis I
1338, Duke of Parma
1339, Charles Louis' mother
1340, Charles Louis
1341, Charles Louis' son
1342, Charles III
1343, Parma
1344, Villafranca
1345, France
1346, Nice
1347, Charles Louis d'Albert de Luynes
1348, Marie Charles Louis
1349, House of Albert
1350, Luynes
1351, Chevreuse
1352, Charles- Louis Seck
1353, Senegal
1354, 100 metres
1355, Louis Bazin
1356, France
1357, Prince Charles Louis of Orléans
1358, Duke of Chartres
1359, Orléans
1360, Chartres
1361, Jacques
1362, Duke of Orléans
1363, Gersende de Sabran- Pontevès
1364, Olav Aaraas
1365, Norway
1366, Fredrikstad
1367, Sogn Folk Museum
1368, Maihaugen
1369, Charles Louis
1370, Charles Louis Pubereaux
1371, Sainte- Foy
1372, Charles- Louis Balzac
1373, Louis
1374, Prince of Piacenza
1375, Infanta Maria Luisa of Spain
1376, Royal Palace of Madrid
1377, King Charles IV of Spain
1378, Treaty of Aranjuez
1379, Grand Duchy of Tuscany
1380, Charles Louis I
1381, Napoleon Bonaparte
1382, Etruria
1383, Spain
1384, Rome
1385, Charles Louis
1386, Charles Louis' mother
1387, King Charles IV of Spain
1388, Infanta Maria Luisa
1389, Napoleon
1390, Lucca
1391, Charles Louis' minority
1392, Charles Louis I
1393, Duke of Parma
1394, Charles Louis' mother
1395, Charles Louis
1396, Charles Louis' son
1397, Charles III
1398, Parma
1399, Villafranca
1400, France
1401, Nice
1402, Charles Louis d'Albert de Luynes
1403, Marie Charles Louis
1404, House of Albert
1405, Luynes
1406, Chevreuse
1407, Charles- Louis Seck
1408, Senegal
1409, 100 metres
1410, Louis Bazin
1411, France
1412, Prince Charles Louis of Orléans
1413, Duke of Chartres
1414, Orléans
1415, Chartres
1416, Jacques
1417, Duke of Orléans
1418, Gersende de Sabran- Pontevès
1419, Olav Aaraas
1420, Norway
1421, Fredrikstad
1422, Sogn Folk Museum
1423," Maihaugen

After removing duplicates"
1424," the list of entities is:

Charles Louis"
1425, Charles- Louis Pubereaux
1426, Sainte- Foy
1427, Charles- Louis Balzac
1428, Louis
